PaymentID,ApplicationID,ApplicationDate,TuitionPay,AccommodationPay,LivingExpensePay,ServiceFee,PaymentMethod
11379,162683,5/6/2025 0:00,0,1020,0,1000,Bank Transfer
11380,24144,10/18/2023 0:00,33600,600,2450,1000,Cash
11381,24149,9/16/2024 0:00,0,4900,1000,500,Credit Card
11382,24151,9/14/2025 0:00,0,0,1500,500,Bank Transfer
11383,162691,1/29/2025 0:00,0,1500,1850,1000,Cash
11384,24155,12/17/2024 0:00,40000,12000,2400,1000,Bank Transfer
11385,24157,9/19/2024 0:00,18000,9000,1000,1000,Credit Card
11386,24160,12/16/2024 0:00,0,3000,1000,500,Cash
11387,162705,1/18/2024 0:00,21500,0,1500,500,Cash
11388,24167,11/28/2023 0:00,0,0,1000,500,Credit Card
11389,162708,9/30/2025 0:00,11000,860,1500,1000,Cash
11390,162709,9/21/2025 0:00,0,4000,1500,1000,Credit Card
11391,24174,6/3/2025 0:00,10250,1500,1500,500,Credit Card
11392,162712,7/4/2024 0:00,0,0,0,1000,Cash
11393,24176,1/4/2025 0:00,18000,9000,1000,500,Credit Card
11394,24177,5/23/2024 0:00,0,1020,0,1000,Bank Transfer
11395,162725,1/17/2025 0:00,0,600,2450,500,Bank Transfer
11396,24191,7/10/2025 0:00,8000,0,1500,1000,Credit Card
11397,24193,4/16/2024 0:00,0,0,0,500,Bank Transfer
11398,24199,4/19/2025 0:00,0,0,0,1000,Cash
11399,24201,2/7/2024 0:00,30000,400,1000,1000,Credit Card
11400,24202,4/16/2024 0:00,0,1500,1000,1000,Cash
11401,162738,3/28/2025 0:00,0,750,1500,500,Bank Transfer
11402,24205,12/9/2023 0:00,0,0,1500,1000,Bank Transfer
11403,162742,7/10/2025 0:00,0,2500,1500,1000,Cash
11404,24209,1/27/2025 0:00,0,2250,2000,500,Cash
11405,24212,1/23/2025 0:00,0,0,0,500,Bank Transfer
11406,162747,10/8/2024 0:00,20800,600,2000,1000,Credit Card
11407,162748,12/31/2023 0:00,60000,36000,2400,500,Bank Transfer
11408,24219,3/26/2025 0:00,0,0,0,500,Credit Card
11409,162754,8/5/2025 0:00,1600,1500,2200,1000,Credit Card
11410,24223,12/18/2024 0:00,0,0,2000,1000,Cash
11411,24226,2/25/2024 0:00,0,0,0,1000,Credit Card
11412,24231,3/2/2025 0:00,0,900,1000,1000,Bank Transfer
11413,162769,2/2/2023 0:00,0,0,0,1000,Bank Transfer
11414,24239,4/14/2024 0:00,0,400,1000,1000,Bank Transfer
11415,162770,2/17/2025 0:00,10000,500,1000,500,Cash
11416,24241,10/18/2024 0:00,5000,400,1500,1000,Bank Transfer
11417,24245,6/17/2025 0:00,0,4000,1000,1000,Credit Card
11418,162776,9/7/2025 0:00,0,0,0,1000,Cash
11419,24249,2/2/2024 0:00,0,3500,1500,500,Bank Transfer
11420,24252,7/22/2025 0:00,0,0,0,1000,Bank Transfer
11421,24256,3/31/2024 0:00,0,0,0,1000,Cash
11422,24257,5/18/2024 0:00,3000,6600,1500,500,Credit Card
11423,24258,5/22/2025 0:00,0,0,0,1000,Cash
11424,24259,4/13/2025 0:00,0,0,0,500,Credit Card
11425,24262,12/7/2024 0:00,7000,4800,1500,1000,Bank Transfer
11426,24267,4/9/2025 0:00,19950,1800,1500,1000,Bank Transfer
11427,162794,2/5/2025 0:00,0,3000,1000,500,Cash
11428,162795,3/14/2025 0:00,0,4900,1000,500,Bank Transfer
11429,24269,11/27/2024 0:00,0,2250,2000,1000,Cash
11430,24273,5/4/2025 0:00,8200,1000,1500,500,Credit Card
11431,162800,8/23/2025 0:00,12500,1500,1500,500,Credit Card
11432,162801,2/16/2024 0:00,0,11000,1500,500,Credit Card
11433,162803,9/14/2023 0:00,0,0,0,1000,Bank Transfer
11434,162807,8/15/2025 0:00,0,0,0,1000,Credit Card
11435,24288,2/12/2025 0:00,0,5000,0,500,Bank Transfer
11436,162814,4/25/2024 0:00,0,0,0,1000,Bank Transfer
11437,24292,12/30/2024 0:00,0,0,1500,500,Cash
11438,162821,1/18/2025 0:00,0,0,1000,500,Credit Card
11439,162823,9/23/2025 0:00,0,750,1500,1000,Credit Card
11440,162826,1/25/2025 0:00,20000,400,1000,1000,Credit Card
11441,162829,8/13/2025 0:00,0,0,0,500,Credit Card
11442,24309,1/9/2025 0:00,0,0,1500,500,Credit Card
11443,162836,2/10/2023 0:00,0,4900,1000,1000,Cash
11444,162837,12/17/2024 0:00,0,4000,2000,500,Bank Transfer
11445,24314,4/30/2025 0:00,0,0,250,1000,Bank Transfer
11446,162838,9/8/2025 0:00,5000,1750,1000,1000,Credit Card
11447,24318,11/5/2024 0:00,0,0,1000,1000,Cash
11448,24319,1/17/2025 0:00,13000,4500,1000,1000,Cash
11449,162841,11/12/2024 0:00,0,0,0,500,Cash
11450,24320,3/26/2025 0:00,11000,430,700,1000,Cash
11451,162844,4/5/2024 0:00,0,78,1500,500,Credit Card
11452,162845,2/26/2025 0:00,0,1950,2400,500,Credit Card
11453,162847,8/5/2024 0:00,0,1950,2400,500,Cash
11454,162849,11/23/2024 0:00,9000,900,1000,1000,Credit Card
11455,24334,7/22/2025 0:00,0,4000,1000,1000,Cash
11456,24335,9/14/2025 0:00,0,0,0,500,Credit Card
11457,162856,7/12/2024 0:00,26000,400,1000,1000,Cash
11458,24346,12/3/2024 0:00,12500,1500,1500,500,Cash
11459,162863,8/23/2024 0:00,0,0,1000,500,Bank Transfer
11460,162864,11/7/2024 0:00,15000,1350,2000,500,Credit Card
11461,162869,4/18/2024 0:00,6000,1800,1000,1000,Credit Card
11462,162872,5/20/2025 0:00,0,0,0,1000,Cash
11463,24359,7/9/2025 0:00,0,1020,0,500,Credit Card
11464,162876,1/7/2025 0:00,0,0,0,500,Cash
11465,24360,7/15/2024 0:00,0,0,0,1000,Credit Card
11466,24361,10/14/2023 0:00,0,0,0,500,Credit Card
11467,24364,10/15/2024 0:00,0,1600,1000,1000,Credit Card
11468,24365,6/16/2025 0:00,0,400,1500,1000,Credit Card
11469,24367,6/9/2025 0:00,0,3500,1500,500,Cash
11470,162886,8/17/2024 0:00,0,0,0,500,Cash
11471,24370,7/10/2025 0:00,0,750,1000,500,Bank Transfer
11472,24371,9/6/2025 0:00,0,0,1500,500,Bank Transfer
11473,24374,3/31/2025 0:00,0,0,1000,1000,Bank Transfer
11474,24375,9/3/2024 0:00,7000,1750,1000,1000,Bank Transfer
11475,162893,2/19/2025 0:00,0,0,0,500,Cash
11476,24380,2/28/2025 0:00,0,0,1000,500,Bank Transfer
11477,162896,7/19/2025 0:00,0,0,0,500,Bank Transfer
11478,24383,9/30/2025 0:00,0,0,1500,500,Bank Transfer
11479,162900,7/20/2025 0:00,0,4900,1000,500,Cash
11480,162901,12/7/2023 0:00,0,0,0,1000,Cash
11481,24389,7/10/2025 0:00,0,20000,1000,1000,Bank Transfer
11482,24390,9/10/2025 0:00,0,0,0,1000,Cash
11483,24393,8/6/2024 0:00,0,400,2000,500,Cash
11484,24394,3/18/2025 0:00,0,0,0,1000,Credit Card
11485,24395,9/11/2024 0:00,0,0,1500,500,Cash
11486,162909,4/30/2025 0:00,12000,4500,1000,1000,Bank Transfer
11487,162911,12/23/2023 0:00,0,0,0,1000,Credit Card
11488,24399,7/4/2024 0:00,0,0,1850,1000,Cash
11489,24400,11/2/2023 0:00,5000,600,1500,1000,Credit Card
11490,162914,6/10/2024 0:00,0,1000,1000,1000,Bank Transfer
11491,24402,10/4/2023 0:00,0,0,700,1000,Credit Card
11492,162916,2/3/2025 0:00,0,4000,1000,500,Cash
11493,24405,2/24/2025 0:00,5000,5000,0,1000,Credit Card
11494,162919,12/20/2023 0:00,0,0,0,1000,Cash
11495,162921,8/12/2025 0:00,6000,1800,1000,500,Credit Card
11496,24408,5/18/2025 0:00,0,6600,1500,1000,Credit Card
11497,24410,2/10/2025 0:00,5500,6000,100,500,Credit Card
11498,24411,1/21/2024 0:00,0,12000,1000,500,Cash
11499,24417,4/15/2024 0:00,0,20000,1500,500,Bank Transfer
11500,162931,10/2/2024 0:00,12000,4500,1000,1000,Bank Transfer
11501,162933,1/30/2024 0:00,6000,4500,1000,500,Cash
11502,162935,11/5/2024 0:00,40000,36000,2400,500,Credit Card
11503,162938,6/15/2025 0:00,24500,1000,1500,1000,Credit Card
11504,24428,10/19/2023 0:00,13500,5400,1000,1000,Bank Transfer
11505,24431,3/30/2025 0:00,0,0,0,500,Cash
11506,24434,4/22/2025 0:00,0,20000,1000,500,Bank Transfer
11507,162946,6/20/2025 0:00,1600,1500,2200,1000,Credit Card
11508,162948,11/25/2023 0:00,0,1350,2000,500,Credit Card
11509,162949,1/20/2025 0:00,0,0,2000,1000,Cash
11510,24441,8/22/2024 0:00,19950,1800,1500,1000,Cash
11511,24442,9/10/2025 0:00,6000,4900,1000,1000,Cash
11512,24444,12/30/2024 0:00,13000,800,1000,1000,Bank Transfer
11513,24446,6/28/2024 0:00,12500,1500,1500,1000,Cash
11514,162956,9/25/2024 0:00,0,60,0,500,Credit Card
11515,162957,6/28/2025 0:00,0,800,1000,1000,Bank Transfer
11516,24452,3/24/2024 0:00,0,4000,2000,500,Credit Card
11517,24454,6/5/2024 0:00,0,750,1500,1000,Bank Transfer
11518,162964,6/19/2025 0:00,29000,6600,2000,1000,Credit Card
11519,162965,6/16/2024 0:00,10000,430,700,500,Bank Transfer
11520,24458,9/15/2025 0:00,0,450,1500,1000,Credit Card
11521,162968,2/8/2024 0:00,0,0,250,500,Credit Card
11522,162970,12/27/2024 0:00,0,0,0,500,Bank Transfer
11523,162971,8/11/2025 0:00,12000,4900,1000,1000,Bank Transfer
11524,24467,7/5/2025 0:00,0,0,1500,500,Credit Card
11525,162974,12/11/2024 0:00,0,0,0,500,Credit Card
11526,24471,10/25/2023 0:00,0,1000,0,500,Cash
11527,162976,5/16/2025 0:00,0,0,0,1000,Cash
11528,24473,1/11/2025 0:00,0,1,1,1000,Credit Card
11529,24475,5/23/2025 0:00,40000,12000,3000,1000,Bank Transfer
11530,24476,6/10/2025 0:00,14000,4000,1000,500,Cash
11531,162980,12/13/2023 0:00,0,300,1500,500,Credit Card
11532,162982,2/20/2025 0:00,0,2500,1500,500,Bank Transfer
11533,24480,10/15/2024 0:00,0,0,0,500,Bank Transfer
11534,24482,1/28/2025 0:00,0,7500,1000,1000,Cash
11535,24486,2/15/2024 0:00,0,900,1000,1000,Credit Card
11536,162990,11/5/2024 0:00,0,4000,1000,1000,Bank Transfer
11537,162993,2/15/2025 0:00,30000,400,1000,1000,Credit Card
11538,24492,4/1/2025 0:00,11500,1000,1000,500,Cash
11539,24493,5/13/2025 0:00,0,0,0,1000,Credit Card
11540,24504,7/18/2024 0:00,6000,1400,1000,500,Credit Card
11541,163006,11/11/2024 0:00,2000,660,1500,1000,Credit Card
11542,24506,10/5/2023 0:00,0,1020,0,1000,Credit Card
11543,163007,7/21/2025 0:00,0,0,0,1000,Cash
11544,24511,2/27/2025 0:00,0,1020,0,500,Cash
11545,24517,4/29/2023 0:00,10000,1000,1500,500,Cash
11546,163017,9/18/2024 0:00,0,0,0,1000,Bank Transfer
11547,163019,6/24/2025 0:00,0,0,0,1000,Credit Card
11548,163021,12/8/2024 0:00,0,600,2000,1000,Bank Transfer
11549,24529,11/14/2023 0:00,11000,350,1000,500,Cash
11550,163029,7/27/2025 0:00,0,900,1500,500,Cash
11551,24536,6/12/2025 0:00,0,750,1500,500,Cash
11552,24538,7/27/2024 0:00,0,1020,0,1000,Credit Card
11553,24543,8/1/2025 0:00,0,0,0,500,Cash
11554,24550,8/20/2025 0:00,0,0,0,1000,Cash
11555,163051,6/12/2024 0:00,0,11000,1500,500,Cash
11556,24552,3/9/2025 0:00,0,1500,0,1000,Bank Transfer
11557,24556,2/26/2024 0:00,0,0,0,1000,Credit Card
11558,24561,11/3/2024 0:00,0,0,0,500,Cash
11559,24563,4/27/2024 0:00,0,1600,1000,1000,Bank Transfer
11560,163063,5/29/2024 0:00,0,1020,0,1000,Credit Card
11561,24565,7/22/2025 0:00,7000,1750,1000,500,Cash
11562,24568,12/18/2024 0:00,0,1020,0,1000,Credit Card
11563,24572,8/1/2024 0:00,6000,4900,1000,500,Credit Card
11564,24573,12/2/2023 0:00,13000,1000,1000,500,Bank Transfer
11565,24575,5/2/2024 0:00,0,4500,1000,500,Bank Transfer
11566,163073,1/2/2025 0:00,0,8000,1000,500,Cash
11567,24579,9/14/2025 0:00,0,0,0,500,Credit Card
11568,163078,8/25/2024 0:00,0,1,1,500,Bank Transfer
11569,24588,2/13/2025 0:00,13000,4900,1000,500,Credit Card
11570,163084,8/18/2025 0:00,0,750,1500,500,Credit Card
11571,24592,5/9/2025 0:00,7000,1750,1000,1000,Bank Transfer
11572,24597,6/1/2025 0:00,0,0,0,500,Bank Transfer
11573,24599,9/15/2023 0:00,0,0,0,500,Bank Transfer
11574,163095,9/2/2025 0:00,0,0,0,1000,Bank Transfer
11575,24606,5/24/2024 0:00,13200,4500,1000,500,Credit Card
11576,24607,3/3/2024 0:00,12400,0,1500,1000,Bank Transfer
11577,163102,8/27/2025 0:00,0,2250,2000,500,Cash
11578,163104,9/6/2025 0:00,18500,7500,1000,1000,Cash
11579,163105,5/11/2025 0:00,0,2250,2000,500,Bank Transfer
11580,163107,2/9/2025 0:00,0,1020,0,500,Credit Card
11581,24614,9/14/2025 0:00,0,1000,0,500,Cash
11582,24616,1/19/2025 0:00,0,4900,1000,500,Cash
11583,163114,6/28/2025 0:00,0,0,1000,500,Credit Card
11584,163123,3/18/2024 0:00,100000,11000,1500,1000,Cash
11585,24631,5/18/2025 0:00,0,0,0,1000,Cash
11586,24632,8/27/2024 0:00,15000,1350,2000,500,Cash
11587,163126,5/23/2024 0:00,0,0,0,1000,Credit Card
11588,24633,7/15/2025 0:00,0,0,0,1000,Cash
11589,24635,5/19/2025 0:00,0,1500,0,500,Credit Card
11590,24636,12/7/2024 0:00,0,1500,1850,500,Bank Transfer
11591,24644,9/6/2024 0:00,5000,400,1000,500,Bank Transfer
11592,163140,12/10/2024 0:00,13000,4900,1000,500,Bank Transfer
11593,163141,8/31/2025 0:00,0,0,0,500,Bank Transfer
11594,24650,3/10/2025 0:00,0,1020,0,500,Cash
11595,163143,7/12/2025 0:00,10000,500,1000,1000,Bank Transfer
11596,163145,3/5/2025 0:00,0,1020,0,500,Bank Transfer
11597,24656,5/13/2025 0:00,16000,900,1000,1000,Cash
11598,163149,12/3/2024 0:00,0,0,1000,500,Bank Transfer
11599,24658,4/30/2025 0:00,0,750,1000,1000,Cash
11600,24660,9/25/2024 0:00,0,1020,0,500,Bank Transfer
11601,163152,2/14/2024 0:00,0,625,1000,1000,Cash
11602,24670,11/13/2024 0:00,0,0,0,1000,Bank Transfer
11603,163161,8/29/2024 0:00,0,0,0,1000,Credit Card
11604,163165,3/21/2025 0:00,0,1800,1000,1000,Bank Transfer
11605,163170,10/20/2024 0:00,22000,0,2000,1000,Credit Card
11606,163175,8/6/2025 0:00,0,0,0,500,Cash
11607,163183,8/28/2025 0:00,0,1500,1000,500,Bank Transfer
11608,163184,4/30/2024 0:00,0,0,0,500,Bank Transfer
11609,24701,8/7/2024 0:00,0,4800,1500,500,Cash
11610,163190,10/13/2024 0:00,0,0,0,1000,Cash
11611,24712,6/29/2024 0:00,0,750,1500,1000,Bank Transfer
11612,163197,5/5/2024 0:00,16000,1000,1500,1000,Credit Card
11613,24714,5/25/2024 0:00,0,600,0,500,Cash
11614,24715,8/20/2025 0:00,0,0,0,500,Bank Transfer
11615,163199,10/26/2024 0:00,0,400,2000,500,Bank Transfer
11616,24716,12/5/2023 0:00,0,0,0,500,Bank Transfer
11617,24717,9/12/2025 0:00,8000,0,1500,500,Credit Card
11618,163201,9/14/2025 0:00,0,750,1500,500,Cash
11619,163206,7/7/2024 0:00,7000,400,1500,1000,Bank Transfer
11620,163208,4/29/2024 0:00,0,1950,2400,1000,Bank Transfer
11621,163211,6/25/2024 0:00,16000,900,1000,500,Cash
11622,163212,4/12/2025 0:00,20000,400,1000,500,Cash
11623,24730,3/20/2025 0:00,0,0,0,1000,Credit Card
11624,163214,10/8/2024 0:00,0,4900,1000,1000,Bank Transfer
11625,24734,7/25/2025 0:00,0,1000,0,500,Bank Transfer
11626,24735,7/28/2025 0:00,18500,7500,1000,500,Credit Card
11627,24736,11/11/2023 0:00,7000,4800,1500,1000,Cash
11628,163222,12/6/2023 0:00,15000,0,1500,500,Bank Transfer
11629,163225,12/20/2023 0:00,0,0,0,500,Credit Card
11630,24744,9/16/2025 0:00,0,1000,1000,500,Cash
11631,163236,7/16/2025 0:00,0,4000,1000,1000,Credit Card
11632,163237,5/27/2025 0:00,0,1500,1850,1000,Bank Transfer
11633,163239,7/29/2025 0:00,5000,900,1000,500,Bank Transfer
11634,163240,3/7/2025 0:00,0,0,1000,500,Cash
11635,24761,7/31/2024 0:00,0,0,0,1000,Credit Card
11636,163245,9/30/2025 0:00,19950,1200,900,1000,Bank Transfer
11637,24765,8/9/2025 0:00,11500,1500,1500,500,Bank Transfer
11638,24767,8/28/2025 0:00,0,1,1,500,Credit Card
11639,163251,9/4/2025 0:00,33600,600,2450,1000,Cash
11640,24772,9/13/2025 0:00,0,0,0,500,Credit Card
11641,163255,4/27/2025 0:00,0,400,2000,500,Bank Transfer
11642,24773,1/28/2025 0:00,11000,400,1000,500,Credit Card
11643,163256,3/14/2025 0:00,0,4000,2000,500,Cash
11644,163257,1/23/2025 0:00,0,450,1000,500,Bank Transfer
11645,24775,9/9/2024 0:00,0,4900,1000,1000,Bank Transfer
11646,163260,9/11/2025 0:00,0,0,2050,1000,Bank Transfer
11647,163263,3/12/2025 0:00,0,1000,0,500,Bank Transfer
11648,163264,1/13/2025 0:00,20800,600,2450,500,Credit Card
11649,163265,4/4/2025 0:00,18000,9000,1000,1000,Cash
11650,163268,1/13/2025 0:00,0,600,1500,500,Bank Transfer
11651,24792,7/30/2024 0:00,3000,1000,1500,1000,Cash
11652,24795,6/17/2024 0:00,10000,5000,2050,500,Bank Transfer
11653,163274,8/22/2024 0:00,4000,5000,2500,1000,Cash
11654,24800,5/8/2025 0:00,0,2000,1000,1000,Bank Transfer
11655,163284,3/8/2024 0:00,0,0,0,1000,Bank Transfer
11656,24806,4/21/2024 0:00,13000,13000,1000,1000,Cash
11657,24812,12/9/2024 0:00,24000,0,0,1000,Credit Card
11658,163292,3/4/2024 0:00,11000,400,1000,500,Cash
11659,163293,7/13/2024 0:00,0,250,1000,1000,Credit Card
11660,24816,12/9/2024 0:00,16000,900,1000,500,Cash
11661,163294,2/28/2025 0:00,0,0,0,500,Bank Transfer
11662,24817,2/8/2024 0:00,0,1020,0,500,Cash
11663,24819,5/5/2025 0:00,11000,400,1000,500,Cash
11664,163297,9/13/2025 0:00,0,2250,2000,500,Bank Transfer
11665,163301,4/12/2025 0:00,25000,6000,1500,500,Cash
11666,163302,8/22/2025 0:00,0,0,0,1000,Cash
11667,163304,2/9/2024 0:00,9000,1500,1500,500,Credit Card
11668,163307,1/2/2024 0:00,0,2000,1000,500,Cash
11669,163309,2/13/2025 0:00,0,0,0,1000,Bank Transfer
11670,163314,9/26/2025 0:00,0,1020,0,1000,Credit Card
11671,24839,12/10/2024 0:00,0,750,1500,500,Bank Transfer
11672,163316,6/10/2025 0:00,0,0,0,500,Credit Card
11673,24840,7/13/2025 0:00,0,1020,0,1000,Bank Transfer
11674,24842,8/28/2025 0:00,10500,1000,1500,500,Cash
11675,24846,1/8/2024 0:00,11500,1500,1500,500,Cash
11676,163322,3/15/2024 0:00,0,0,1500,1000,Bank Transfer
11677,163334,8/3/2025 0:00,13000,4900,1000,1000,Cash
11678,163335,9/16/2024 0:00,0,2500,1500,500,Cash
11679,163336,9/10/2025 0:00,0,4500,1000,500,Cash
11680,24862,6/22/2025 0:00,13000,4900,1000,500,Bank Transfer
11681,163340,9/16/2024 0:00,0,0,1500,1000,Credit Card
11682,163341,6/15/2025 0:00,0,1000,1000,1000,Bank Transfer
11683,24869,2/11/2025 0:00,0,0,0,500,Credit Card
11684,24871,12/22/2024 0:00,11200,3000,1000,1000,Cash
11685,163348,9/24/2025 0:00,0,0,0,500,Credit Card
11686,163354,9/3/2025 0:00,11000,860,700,1000,Bank Transfer
11687,163361,6/28/2025 0:00,0,900,1000,500,Bank Transfer
11688,163364,4/17/2024 0:00,0,0,0,1000,Credit Card
11689,163369,6/9/2024 0:00,0,4900,1000,500,Cash
11690,163372,9/5/2025 0:00,0,600,2450,1000,Cash
11691,163376,8/6/2025 0:00,0,2500,1500,500,Bank Transfer
11692,163377,3/2/2025 0:00,0,1020,0,1000,Bank Transfer
11693,24907,10/20/2024 0:00,0,4000,1500,500,Bank Transfer
11694,24908,10/23/2024 0:00,0,750,1500,500,Bank Transfer
11695,24909,5/19/2025 0:00,0,0,0,1000,Credit Card
11696,163381,3/26/2025 0:00,0,0,0,500,Bank Transfer
11697,24911,8/15/2025 0:00,0,1800,1850,500,Bank Transfer
11698,163385,4/25/2025 0:00,0,2000,2300,500,Bank Transfer
11699,24917,7/7/2024 0:00,0,450,1500,500,Bank Transfer
11700,163390,6/23/2025 0:00,13200,4900,1000,1000,Cash
11701,24923,9/2/2025 0:00,0,0,1000,500,Cash
11702,24928,3/18/2024 0:00,0,900,1000,500,Credit Card
11703,24929,5/12/2025 0:00,0,1020,0,500,Cash
11704,24937,9/1/2025 0:00,0,0,0,1000,Credit Card
11705,163407,5/9/2025 0:00,0,20000,1500,500,Bank Transfer
11706,24938,12/19/2024 0:00,0,0,0,500,Cash
11707,163408,8/21/2024 0:00,20000,10000,1000,1000,Credit Card
11708,163409,2/8/2025 0:00,0,750,1500,1000,Bank Transfer
11709,163410,8/18/2024 0:00,0,60,1500,500,Credit Card
11710,24942,7/18/2025 0:00,0,0,1500,500,Cash
11711,163416,12/5/2024 0:00,10000,1000,1500,1000,Credit Card
11712,24954,8/10/2025 0:00,11500,1000,1000,1000,Credit Card
11713,163422,11/25/2024 0:00,15000,1000,1500,1000,Bank Transfer
11714,24955,1/17/2025 0:00,0,0,2000,1000,Credit Card
11715,163425,1/14/2025 0:00,0,4000,1500,500,Credit Card
11716,24958,3/31/2025 0:00,0,0,0,1000,Cash
11717,163430,2/22/2024 0:00,0,0,0,500,Credit Card
11718,24969,4/30/2025 0:00,0,4000,1500,1000,Credit Card
11719,163439,12/29/2024 0:00,25000,10000,1500,1000,Bank Transfer
11720,24972,6/24/2025 0:00,0,60,1500,500,Cash
11721,163443,1/6/2024 0:00,0,400,2000,1000,Bank Transfer
11722,24977,4/16/2024 0:00,0,0,250,1000,Bank Transfer
11723,163445,8/10/2025 0:00,10250,1500,1500,500,Bank Transfer
11724,24979,8/31/2025 0:00,0,0,0,1000,Cash
11725,163451,10/26/2024 0:00,0,1200,1000,1000,Cash
11726,163454,6/6/2025 0:00,0,0,0,500,Bank Transfer
11727,163457,5/16/2025 0:00,19500,6000,1000,1000,Bank Transfer
11728,24990,3/14/2024 0:00,0,900,1000,500,Cash
11729,163460,5/15/2024 0:00,0,1600,0,1000,Cash
11730,163461,3/21/2025 0:00,3000,1000,1500,500,Bank Transfer
11731,24995,11/17/2023 0:00,7000,5500,1000,1000,Cash
11732,24998,1/1/2025 0:00,0,0,1500,500,Bank Transfer
11733,24999,7/20/2025 0:00,40000,36000,2400,500,Cash
11734,25001,6/17/2024 0:00,0,1000,1500,500,Bank Transfer
11735,163470,7/9/2025 0:00,0,0,2000,1000,Bank Transfer
11736,25006,7/30/2024 0:00,0,1000,1000,1000,Cash
11737,163475,5/3/2025 0:00,15000,10800,0,500,Bank Transfer
11738,163477,6/4/2025 0:00,0,4800,1500,1000,Cash
11739,163481,9/16/2024 0:00,0,2000,1850,1000,Cash
11740,163484,2/18/2024 0:00,0,1500,0,1000,Bank Transfer
11741,163488,5/11/2025 0:00,0,0,2000,1000,Credit Card
11742,163490,11/13/2024 0:00,0,1020,0,1000,Credit Card
11743,25028,9/13/2024 0:00,0,0,0,1000,Cash
11744,163492,4/13/2025 0:00,0,660,2100,500,Cash
11745,163493,8/8/2024 0:00,0,1020,0,1000,Credit Card
11746,25031,1/21/2025 0:00,0,0,1500,1000,Cash
11747,25033,11/6/2024 0:00,7000,4800,1500,500,Credit Card
11748,25035,5/7/2025 0:00,0,0,1500,500,Credit Card
11749,163503,5/5/2025 0:00,16000,10000,1000,1000,Cash
11750,25041,3/10/2024 0:00,0,0,0,1000,Cash
11751,25044,5/30/2025 0:00,0,0,250,500,Bank Transfer
11752,25047,11/4/2024 0:00,3000,1000,1500,500,Bank Transfer
11753,25050,1/24/2025 0:00,12000,4500,1000,500,Cash
11754,163514,1/5/2024 0:00,0,48,1500,1000,Credit Card
11755,163516,7/20/2025 0:00,0,0,0,1000,Credit Card
11756,25053,12/20/2024 0:00,0,1500,0,500,Credit Card
11757,163521,3/21/2024 0:00,13000,4500,1000,500,Credit Card
11758,25060,11/5/2024 0:00,0,1350,2000,500,Cash
11759,163528,8/20/2024 0:00,0,0,700,1000,Credit Card
11760,25067,5/26/2025 0:00,0,750,1000,1000,Cash
11761,163529,8/26/2025 0:00,0,0,0,1000,Credit Card
11762,163531,1/26/2024 0:00,0,0,0,500,Cash
11763,25070,11/2/2024 0:00,0,9000,0,1000,Bank Transfer
11764,163535,10/23/2023 0:00,7000,5500,1000,500,Cash
11765,25079,6/26/2025 0:00,0,1020,0,1000,Bank Transfer
11766,25081,1/17/2025 0:00,93334,48,1500,1000,Credit Card
11767,25082,9/26/2024 0:00,0,0,1000,500,Bank Transfer
11768,163544,10/16/2024 0:00,19500,3000,1000,500,Cash
11769,25085,2/25/2025 0:00,0,60,0,1000,Cash
11770,25086,9/12/2024 0:00,0,750,1500,500,Cash
11771,163547,6/18/2025 0:00,0,2250,2000,500,Bank Transfer
11772,25088,7/10/2025 0:00,0,1000,1000,500,Cash
11773,163550,12/30/2024 0:00,0,0,1600,500,Cash
11774,25091,7/7/2025 0:00,0,0,1000,1000,Bank Transfer
11775,163554,5/19/2025 0:00,0,0,0,1000,Cash
11776,25094,5/22/2025 0:00,3000,1,1,200,Bank Transfer
11777,163558,3/2/2025 0:00,0,1020,0,1000,Bank Transfer
11778,25100,7/26/2025 0:00,0,1000,1000,1000,Bank Transfer
11779,25101,4/17/2025 0:00,0,0,1000,1000,Credit Card
11780,163562,9/7/2025 0:00,0,0,0,1000,Bank Transfer
11781,163564,8/14/2025 0:00,0,0,1500,500,Bank Transfer
11782,25105,11/10/2024 0:00,0,0,1000,1000,Bank Transfer
11783,163568,1/20/2024 0:00,0,0,1000,1000,Credit Card
11784,25109,8/31/2025 0:00,0,0,0,500,Cash
11785,25110,10/4/2024 0:00,0,0,0,500,Bank Transfer
11786,25111,1/10/2025 0:00,15000,1350,0,500,Bank Transfer
11787,25118,5/12/2025 0:00,0,0,0,1000,Credit Card
11788,163580,8/24/2024 0:00,11000,430,1500,500,Cash
11789,163581,2/6/2025 0:00,0,1500,1000,1000,Bank Transfer
11790,163582,5/23/2025 0:00,12000,4900,1000,500,Bank Transfer
11791,25127,1/8/2025 0:00,9000,1500,1500,500,Credit Card
11792,25128,2/25/2025 0:00,0,0,0,1000,Bank Transfer
11793,163589,10/14/2024 0:00,0,0,1500,1000,Credit Card
11794,163590,7/27/2025 0:00,0,1500,0,1000,Bank Transfer
11795,25130,8/22/2025 0:00,30000,400,1000,1000,Bank Transfer
11796,25133,12/31/2024 0:00,0,4500,1000,1000,Cash
11797,163594,2/5/2025 0:00,6000,1400,1000,1000,Cash
11798,25134,6/5/2025 0:00,0,11000,1500,500,Bank Transfer
11799,163595,5/4/2025 0:00,7000,5500,1000,500,Cash
11800,25135,9/18/2024 0:00,0,1,1,500,Cash
11801,163600,3/20/2025 0:00,0,1000,0,500,Bank Transfer
